"region","npp"
"Central Italy",1397.48505793292
"Central Italy",1362.01619504903
"Central Italy",1344.33742892102
"Central Italy",1326.70227071423
"Central Italy",1406.37187987873
"Central Italy",1429.78541452332
"Central Italy",1362.70696668882
"Central Italy",1314.16618236637
"Central Italy",1285.94777620823
"Central Italy",1287.08552910906
"Central Italy",1369.21696560499
"Central Italy",1409.85009976119
"Central Italy",1319.75386994705
"Central Italy",1192.43562724041
"Central Italy",1128.93406222335
"Central Italy",1160.95891067951
"Central Italy",1218.64860189226
"Central Italy",1242.14856334811
"Central Italy",1243.31538927297
"Central Italy",1256.09946937504
"Central Italy",1325.32303716578
"Central Italy",1414.06793413268
"Central Italy",1415.26530518008
"Central Italy",1415.26530518008
"Central Italy",1441.97896295062
"Central Italy",1433.06947215837
"Central Italy",1459.80962165175
"Central Italy",1499.10696342744
"Central Italy",1402.44187965856
"Central Italy",1422.47006943804
"Central Italy",1509.03987941438
"Central Italy",1525.7752053764
"Central Italy",1480.05174932798
"Central Italy",1416.17265407279
"Central Italy",1335.30106266044
"Central Italy",1254.94113489822
"Central Italy",1219.83102661216
"Central Italy",1233.9590521904
"Central Italy",1257.25703497307
"Central Italy",1261.87961877944
"Central Italy",1292.76297537669
"Central Italy",1317.52102080266
"Central Italy",1328.65567326818
"Central Italy",1319.75386994705
"Central Italy",1331.98167736713
"Central Italy",1369.21696560499
"Central Italy",1393.93307153693
"Central Italy",1410.90560882716
"Central Italy",1428.74244581127
"Central Italy",1464.83742318065
"Central Italy",1533.58552491122
"Central Italy",1504.42498716386
"Central Italy",1522.83562273323
"Central Italy",1410.90560882716
"Central Italy",1382.15941363489
"Central Italy",1389.66168788842
"Central Italy",1417.22396635618
"Central Italy",1472.97058598363
"Central Italy",1540.11543209013
"Central Italy",1495.50001349995
"Central Italy",1424.16471083559
"Central Italy",1522.27336276486
"Central Italy",1605.75048466829
"Central Italy",1457.68537904904
"Central Italy",1274.5285997319
"Central Italy",1200.81769143737
"Central Italy",1261.87961877944
"Central Italy",1349.60890240984
"Central Italy",1467.89242324341
"Central Italy",1513.34964752667
"Central Italy",1433.06947215837
"Central Italy",1549.03252458298
"Central Italy",1581.47118514754
"Central Italy",1521.85445987671
"Central Italy",1473.98419695845
"Central Italy",1426.65442964344
"Central Italy",1408.79388960447
"Central Italy",1434.98988274937
"Central Italy",1484.08337551215
"Central Italy",1512.0069158252
"Central Italy",1501.0988264902
"Central Italy",1495.11529293043
"Central Italy",1501.0988264902
"Central Italy",1479.0421685458
"Central Italy",1427.69878433802
"Central Italy",1365.9652081253
"Central Italy",1317.52102080266
"Central Italy",1300.6798001136
"Central Italy",1279.10537112809
"Central Italy",1238.64343333586
"Central Italy",1217.46539178163
"Central Italy",1221.01266646264
"Central Italy",1215.09661330114
"Central Italy",1209.16088620248
"Central Italy",1207.97137415662
"Central Italy",1219.83102661216
"Central Italy",1218.64860189226
"Central Italy",1232.78601159468
"Central Italy",1256.09946937504
"Central Italy",1258.41383220266
"Central Italy",1256.09946937504
"Central Italy",1269.93965627354
"Central Italy",1291.62899355204
"Central Italy",1288.22252679273
"Central Italy",1273.3825062612
"Central Italy",1265.33850838103
"Central Italy",1281.38920239563
"Central Italy",1297.29138052998
"Central Italy",1306.3121882394
"Central Italy",1321.98375583582
"Central Italy",1329.76507753815
"Central Italy",1331.98167736713
"Central Italy",1331.98167736713
"Central Italy",1335.30106266044
"Central Italy",1333.08887390343
"Central Italy",1339.71663656013
"Central Italy",1360.53119714937
"Central Italy",1380.0094941056
"Central Italy",1394.99914600153
"Central Italy",1420.373718021
"Central Italy",1441.97896295062
"Central Italy",1344.33742892102
"Central Italy",1317.90255095324
"Central Italy",1317.90255095324
"Central Italy",1335.51409676124
"Central Italy",1335.51409676124
"Central Italy",1370.8704133217
"Central Italy",1379.73370664525
"Central Italy",1433.06947215837
"Central Italy",1407.73697789131
"Central Italy",1336.40605585649
"Central Italy",1370.29944611653
"Central Italy",1353.17166382054
"Central Italy",1344.33742892102
"Central Italy",1300.34181402509
"Central Italy",1326.70227071423
"Central Italy",1309.11553429171
"Central Italy",1344.33742892102
"Central Italy",1370.8704133217
"Central Italy",1404.56202875179
"Central Italy",1310.80465443139
"Central Italy",1297.29138052998
"Central Italy",1321.98375583582
"Central Italy",1355.07911527591
"Central Italy",1388.60546048489
"Central Italy",1362.01619504903
"Central Italy",1433.06947215837
"Central Italy",1409.85009976119
"Central Italy",1359.44222836665
"Central Italy",1329.76507753815
"Central Italy",1374.62218764572
"Central Italy",1431.86927550289
"Central Italy",1423.51720162557
"Central Italy",1361.61944309683
"Central Italy",1359.44222836665
"Central Italy",1392.86628896381
"Central Italy",1250.30009798377
"Central Italy",1243.31538927297
"Central Italy",1229.26221279139
"Central Italy",1216.2813957586
"Central Italy",1207.97137415662
"Central Italy",1206.78107201248
"Central Italy",1226.90911089614
"Central Italy",1264.18631066329
"Central Italy",1300.6798001136
"Central Italy",1320.86918305248
"Central Italy",1328.65567326818
"Central Italy",1338.61384231963
"Central Italy",1353.98652510867
"Central Italy",1358.35253626855
"Central Italy",1352.89320922063
"Central Italy",1320.86918305248
"Central Italy",1296.16040656485
"Central Italy",1284.8092675886
"Central Italy",1302.93499955518
"Central Italy",1344.12049825623
"Central Italy",1434.98988274937
"Central Italy",1317.90255095324
"Central Italy",1362.01619504903
"Central Italy",1468.72953119414
"Central Italy",1505.07462580833
"Central Italy",1498.11003950904
"Central Italy",1459.80962165175
"Central Italy",1461.77633149252
"Central Italy",1374.62218764572
"Central Italy",1334.19533550525
"Central Italy",1341.92002949005
"Central Italy",1355.07911527591
"Central Italy",1341.92002949005
"Central Italy",1277.96231764276
"Central Italy",1229.26221279139
"Central Italy",1276.81850491787
"Central Italy",1360.53119714937
"Central Italy",1381.08481075687
"Central Italy",1247.97495295931
"Central Italy",1107.69381549888
"Central Italy",1156.06792519277
"Central Italy",1261.87961877944
"Central Italy",1325.32303716578
"Central Italy",1362.70696668882
"Central Italy",1324.21068240155
"Central Italy",1271.08803503783
"Central Italy",1256.09946937504
"Central Italy",1300.6798001136
"Central Italy",1353.98652510867
"Central Italy",1424.16471083559
"Central Italy",1362.01619504903
"Central Italy",1344.33742892102
"Central Italy",1370.8704133217
"Central Italy",1379.73370664525
"Central Italy",1406.37187987873
"Central Italy",1417.22396635618
"Central Italy",1349.60890240984
"Central Italy",1274.5285997319
"Central Italy",1265.33850838103
"Central Italy",1373.54257838771
"Central Italy",1403.50230614991
"Central Italy",1300.6798001136
"Central Italy",1175.55416536476
"Central Italy",1126.44763603641
"Central Italy",1167.05440297993
"Central Italy",1235.13131414571
"Central Italy",1304.06147668368
"Central Italy",1348.51267881509
"Central Italy",1367.04984708711
"Central Italy",1408.79388960447
"Central Italy",1451.52854132199
"Central Italy",1459.73221346679
"Central Italy",1469.92571170298
"Central Italy",1479.0421685458
"Central Italy",1513.98165912122
"Central Italy",1486.5753584472
"Central Italy",1525.7752053764
"Central Italy",1419.32449786723
"Central Italy",1375.70108028113
"Central Italy",1438.10427993349
"Central Italy",1486.09517665785
"Central Italy",1456.66094206528
"Central Italy",1394.99914600153
"Central Italy",1327.54553210915
"Central Italy",1253.78203103189
"Central Italy",1217.46539178163
"Central Italy",1221.01266646264
"Central Italy",1240.98096239356
"Central Italy",1250.30009798377
"Central Italy",1263.03334763221
"Central Italy",1273.3825062612
"Central Italy",1280.24766587784
"Central Italy",1296.16040656485
"Central Italy",1329.76507753815
"Central Italy",1376.77925676962
"Central Italy",1400.31891313698
"Central Italy",1403.50230614991
"Central Italy",1403.50230614991
"Central Italy",1426.65442964344
"Central Italy",1472.97058598363
"Central Italy",1529.68555119293
"Central Italy",1497.11245341335
"Central Italy",1397.12917248502
"Central Italy",1358.35253626855
"Central Italy",1386.45069688544
"Central Italy",1437.06683678236
"Central Italy",1479.0421685458
"Central Italy",1507.05856907536
"Central Italy",1556.76908871795
"Central Italy",1566.85567699788
"Central Italy",1566.85567699788
"Central Italy",1606.67595905497
"Central Italy",1474.99713511899
"Central Italy",1292.76297537669
"Central Italy",1204.39809532981
"Central Italy",1247.97495295931
"Central Italy",1338.61384231963
"Central Italy",1460.75461180324
"Central Italy",1540.11543209013
"Central Italy",1424.16471083559
"Central Italy",1450.89255567915
"Central Italy",1557.9461491193
"Central Italy",1566.85567699788
"Central Italy",1531.63683284316
"Central Italy",1471.95630174763
"Central Italy",1447.41033457011
"Central Italy",1474.99713511899
"Central Italy",1541.35446602706
"Central Italy",1593.55341209567
"Central Italy",1584.6599339411
"Central Italy",1593.55341209567
"Central Italy",1594.59672697116
"Central Italy",1565.3681171557
"Central Italy",1512.0069158252
"Central Italy",1442.24717077151
"Central Italy",1367.04984708711
"Central Italy",1337.5103155806
"Central Italy",1329.76507753815
"Central Italy",1296.16040656485
"Central Italy",1263.03334763221
"Central Italy",1239.81258589452
"Central Italy",1222.1935219647
"Central Italy",1215.09661330114
"Central Italy",1213.91104388688
"Central Italy",1204.39809532981
"Central Italy",1194.83447953697
"Central Italy",1194.83447953697
"Central Italy",1206.78107201248
"Central Italy",1215.09661330114
"Central Italy",1212.72468699312
"Central Italy",1228.08605245867
"Central Italy",1243.31538927297
"Central Italy",1240.98096239356
"Central Italy",1231.61219184135
"Central Italy",1228.08605245867
"Central Italy",1239.81258589452
"Central Italy",1243.31538927297
"Central Italy",1256.09946937504
"Central Italy",1272.23565153172
"Central Italy",1281.38920239563
"Central Italy",1291.62899355204
"Central Italy",1311.92590784351
"Central Italy",1341.92002949005
"Central Italy",1383.23330321344
"Central Italy",1401.3807488102
"Central Italy",1392.86628896381
"Central Italy",1378.93346320696
"Central Italy",1381.08481075687
"Central Italy",1391.79879781184
"Central Italy",1415.12064348623
"Central Italy",1450.89255567915
"Central Italy",1415.26530518008
"Central Italy",1450.89255567915
"Central Italy",1415.26530518008
"Central Italy",1335.51409676124
"Central Italy",1370.8704133217
"Central Italy",1415.26530518008
"Central Italy",1424.16471083559
"Central Italy",1369.21696560499
"Central Italy",1343.02062915094
"Central Italy",1397.48505793292
"Central Italy",1309.11553429171
"Central Italy",1282.83661733413
"Central Italy",1344.33742892102
"Central Italy",1406.37187987873
"Central Italy",1405.62104793142
"Central Italy",1388.59206817474
"Central Italy",1359.44222836665
"Central Italy",1297.29138052998
"Central Italy",1296.16040656485
"Central Italy",1389.66168788842
"Central Italy",1344.33742892102
"Central Italy",1397.48505793292
"Central Italy",1388.60546048489
"Central Italy",1353.17166382054
"Central Italy",1388.60546048489
"Central Italy",1440.17710079206
"Central Italy",1423.51720162557
"Central Italy",1424.16471083559
"Central Italy",1450.89255567915
"Central Italy",1446.37907269121
"Central Italy",1410.90560882716
"Central Italy",1338.61384231963
"Central Italy",1308.55991283395
"Central Italy",1323.09758878848
"Central Italy",1301.80777419749
"Central Italy",1254.94113489822
"Central Italy",1244.48144068259
"Central Italy",1225.73138758491
"Central Italy",1212.72468699312
"Central Italy",1203.20541974064
"Central Italy",1205.58997924526
"Central Italy",1225.73138758491
"Central Italy",1257.25703497307
"Central Italy",1280.24766587784
"Central Italy",1305.18720607965
"Central Italy",1330.8737454082
"Central Italy",1327.54553210915
"Central Italy",1281.38920239563
"Central Italy",1230.43759241288
"Central Italy",1200.81769143737
"Central Italy",1206.78107201248
"Central Italy",1242.14856334811
"Central Italy",1292.76297537669
"Central Italy",1347.41572708615
"Central Italy",1443.28117532262
"Central Italy",1317.90255095324
"Central Italy",1362.01619504903
"Central Italy",1433.06947215837
"Central Italy",1499.10696342744
"Central Italy",1458.70913603241
"Central Italy",1455.63582462949
"Central Italy",1445.34712582703
"Central Italy",1422.47006943804
"Central Italy",1401.3807488102
"Central Italy",1396.06451282766
"Central Italy",1406.67936415572
"Central Italy",1398.19312544302
"Central Italy",1320.86918305248
"Central Italy",1224.55288200571
"Central Italy",1202.01195195189
"Central Italy",1222.1935219647
"Central Italy",1236.30279797744
"Central Italy",1164.61863423461
"Central Italy",1118.96851490162
"Central Italy",1223.37359363896
"Central Italy",1321.98375583582
"Central Italy",1357.26212037462
"Central Italy",1363.79376840484
"Central Italy",1353.98652510867
"Central Italy",1328.65567326818
"Central Italy",1316.40348377925
"Central Italy",1346.31804673939
"Central Italy",1404.56202875179
"Central Italy",1424.16471083559
"Central Italy",1370.8704133217
"Central Italy",1362.01619504903
"Central Italy",1433.06947215837
"Central Italy",1424.16471083559
"Central Italy",1477.65165382763
"Central Italy",1392.86628896381
"Central Italy",1305.18720607965
"Central Italy",1265.33850838103
"Central Italy",1317.52102080266
"Central Italy",1418.27458079992
"Central Italy",1396.06451282766
"Central Italy",1276.81850491787
"Central Italy",1156.06792519277
"Central Italy",1136.37355960054
"Central Italy",1194.83447953697
"Central Italy",1267.64060990816
"Central Italy",1343.02062915094
"Central Italy",1423.51720162557
"Central Italy",1459.80962165175
"Central Italy",1459.80962165175
"Central Italy",1487.10007579711
"Central Italy",1414.06793413268
"Central Italy",1374.62218764572
"Central Italy",1385.37894436572
"Central Italy",1453.5835465936
"Central Italy",1531.19550132252
"Central Italy",1549.03252458298
"Central Italy",1497.11245341335
"Central Italy",1425.60938126706
"Central Italy",1415.12064348623
"Central Italy",1440.17710079206
"Central Italy",1432.91016868917
"Central Italy",1380.0094941056
"Central Italy",1308.55991283395
"Central Italy",1243.31538927297
"Central Italy",1216.2813957586
"Central Italy",1216.2813957586
"Central Italy",1232.78601159468
"Central Italy",1235.13131414571
"Central Italy",1233.9590521904
"Central Italy",1232.78601159468
"Central Italy",1246.81122201216
"Central Italy",1271.08803503783
"Central Italy",1310.80465443139
"Central Italy",1346.31804673939
"Central Italy",1360.53119714937
"Central Italy",1355.07911527591
"Central Italy",1356.1709802041
"Central Italy",1376.77925676962
"Central Italy",1405.62104793142
"Central Italy",1432.91016868917
"Central Italy",1416.17265407279
"Central Italy",1364.87984872405
"Central Italy",1362.70696668882
"Central Italy",1409.85009976119
"Central Italy",1458.70913603241
"Central Italy",1473.98419695845
"Central Italy",1464.83742318065
"Central Italy",1474.99713511899
"Central Italy",1524.79599505092
"Central Italy",1579.58612748016
"Central Italy",1586.17289166136
"Central Italy",1510.029548328
"Central Italy",1340.8186987883
"Central Italy",1230.43759241288
"Central Italy",1272.23565153172
"Central Italy",1365.9652081253
"Central Italy",1487.10007579711
"Central Italy",1504.42498716386
"Central Italy",1406.37187987873
"Central Italy",1424.16471083559
"Central Italy",1531.19550132252
"Central Italy",1593.55341209567
"Central Italy",1531.63683284316
"Central Italy",1472.97058598363
"Central Italy",1470.94134380324
"Central Italy",1505.07462580833
"Central Italy",1571.07232025949
"Central Italy",1584.6599339411
"Central Italy",1566.85567699788
"Central Italy",1584.6599339411
"Central Italy",1611.29412447437
"Central Italy",1575.76048067507
"Central Italy",1553.89130742411
"Central Italy",1468.90940499907
"Central Italy",1382.15941363489
"Central Italy",1356.1709802041
"Central Italy",1380.0094941056
"Central Italy",1382.15941363489
"Central Italy",1352.89320922063
"Central Italy",1317.52102080266
"Central Italy",1295.02868138363
"Central Italy",1292.76297537669
"Central Italy",1284.8092675886
"Central Italy",1254.94113489822
"Central Italy",1217.46539178163
"Central Italy",1192.43562724041
"Central Italy",1186.42454064048
"Central Italy",1186.42454064048
"Central Italy",1186.42454064048
"Central Italy",1185.21992664788
"Central Italy",1194.83447953697
"Central Italy",1194.83447953697
"Central Italy",1192.43562724041
"Central Italy",1192.43562724041
"Central Italy",1197.23014827202
"Central Italy",1198.42679012451
"Central Italy",1210.3496086745
"Central Italy",1225.73138758491
"Central Italy",1245.64671809106
"Central Italy",1276.81850491787
"Central Italy",1314.16618236637
"Central Italy",1369.21696560499
"Central Italy",1428.74244581127
"Central Italy",1431.86927550289
"Central Italy",1383.23330321344
"Central Italy",1355.07911527591
"Central Italy",1362.70696668882
"Central Italy",1365.9652081253
"Central Italy",1373.54257838771
"Central Italy",1391.79879781184
"Central Italy",1378.93346320696
"Central Italy",1363.79376840484
"Central Italy",1391.79879781184
"Central Italy",1433.06947215837
"Central Italy",1370.8704133217
"Central Italy",1353.17166382054
"Central Italy",1397.48505793292
"Central Italy",1401.3807488102
"Central Italy",1379.73370664525
"Central Italy",1353.17166382054
"Central Italy",1282.83661733413
"Central Italy",1326.70227071423
"Central Italy",1379.73370664525
"Central Italy",1401.3807488102
"Central Italy",1323.09758878848
"Central Italy",1310.80465443139
"Central Italy",1293.89620448734
"Central Italy",1235.13131414571
"Central Italy",1268.79051473253
"Central Italy",1335.51409676124
"Central Italy",1300.34181402509
"Central Italy",1309.11553429171
"Central Italy",1300.34181402509
"Central Italy",1300.34181402509
"Central Italy",1344.33742892102
"Central Italy",1388.60546048489
"Central Italy",1379.73370664525
"Central Italy",1362.01619504903
"Central Italy",1433.06947215837
"Central Italy",1453.5835465936
"Central Italy",1419.32449786723
"Central Italy",1370.29944611653
"Central Italy",1319.75386994705
"Central Italy",1284.8092675886
"Central Italy",1223.37359363896
"Central Italy",1251.46151308622
"Central Italy",1236.30279797744
"Central Italy",1221.01266646264
"Central Italy",1206.78107201248
"Central Italy",1200.81769143737
"Central Italy",1202.01195195189
"Central Italy",1216.2813957586
"Central Italy",1238.64343333586
"Central Italy",1269.93965627354
"Central Italy",1296.16040656485
"Central Italy",1293.89620448734
"Central Italy",1240.98096239356
"Central Italy",1173.12969180223
"Central Italy",1130.17603762457
"Central Italy",1140.08220842924
"Central Italy",1194.83447953697
"Central Italy",1260.72512359633
"Central Italy",1323.09758878848
"Central Italy",1405.62104793142
"Central Italy",1468.72953119414
"Central Italy",1388.60546048489
"Central Italy",1495.50001349995
"Central Italy",1533.58552491122
"Central Italy",1513.98165912122
"Central Italy",1501.0988264902
"Central Italy",1497.11245341335
"Central Italy",1483.07647261873
"Central Italy",1431.86927550289
"Central Italy",1385.37894436572
"Central Italy",1422.47006943804
"Central Italy",1460.75461180324
"Central Italy",1404.56202875179
"Central Italy",1298.42160377766
"Central Italy",1218.64860189226
"Central Italy",1154.84314771398
"Central Italy",1122.71180007011
"Central Italy",1101.40091853762
"Central Italy",1116.46884567641
"Central Italy",1202.01195195189
"Central Italy",1269.93965627354
"Central Italy",1284.8092675886
"Central Italy",1281.38920239563
"Central Italy",1287.08552910906
"Central Italy",1302.93499955518
"Central Italy",1327.54553210915
"Central Italy",1365.9652081253
"Central Italy",1397.48505793292
"Central Italy",1362.01619504903
"Central Italy",1388.60546048489
"Central Italy",1379.73370664525
"Central Italy",1406.37187987873
"Central Italy",1441.97896295062
"Central Italy",1477.0209947833
"Central Italy",1359.44222836665
"Central Italy",1240.98096239356
"Central Italy",1268.79051473253
"Central Italy",1403.50230614991
"Central Italy",1464.83742318065
"Central Italy",1388.59206817474
"Central Italy",1243.31538927297
"Central Italy",1142.55053992158
"Central Italy",1164.61863423461
"Central Italy",1242.14856334811
"Central Italy",1305.18720607965
"Central Italy",1367.04984708711
"Central Italy",1447.41033457011
"Central Italy",1486.5753584472
"Central Italy",1513.34964752667
"Central Italy",1502.09376651277
"Central Italy",1401.3807488102
"Central Italy",1308.55991283395
"Central Italy",1328.65567326818
"Central Italy",1419.32449786723
"Central Italy",1523.81613431387
"Central Italy",1566.32039653417
"Central Italy",1563.46166040818
"Central Italy",1527.73167651928
"Central Italy",1481.06065997102
"Central Italy",1454.61002628969
"Central Italy",1430.82769093401
"Central Italy",1383.23330321344
"Central Italy",1306.3121882394
"Central Italy",1242.14856334811
"Central Italy",1213.91104388688
"Central Italy",1219.83102661216
"Central Italy",1232.78601159468
"Central Italy",1232.78601159468
"Central Italy",1225.73138758491
"Central Italy",1221.01266646264
"Central Italy",1231.61219184135
"Central Italy",1246.81122201216
"Central Italy",1267.64060990816
"Central Italy",1289.35876976053
"Central Italy",1297.29138052998
"Central Italy",1299.55107680621
"Central Italy",1309.68265625976
"Central Italy",1327.54553210915
"Central Italy",1344.12049825623
"Central Italy",1355.07911527591
"Central Italy",1347.41572708615
"Central Italy",1336.40605585649
"Central Italy",1359.44222836665
"Central Italy",1398.19312544302
"Central Italy",1424.56363874812
"Central Italy",1426.65442964344
"Central Italy",1426.65442964344
"Central Italy",1442.24717077151
"Central Italy",1453.5835465936
"Central Italy",1470.94134380324
"Central Italy",1523.81613431387
"Central Italy",1532.61150236006
"Central Italy",1403.50230614991
"Central Italy",1265.33850838103
"Central Italy",1305.18720607965
"Central Italy",1413.01452554799
"Central Italy",1539.41609796642
"Central Italy",1495.50001349995
"Central Italy",1468.72953119414
"Central Italy",1513.34964752667
"Central Italy",1593.55341209567
"Central Italy",1535.5316308338
"Central Italy",1433.95037095179
"Central Italy",1403.50230614991
"Central Italy",1441.21247941339
"Central Italy",1496.11420470052
"Central Italy",1544.25719585197
"Central Italy",1596.46186379278
"Central Italy",1611.319952863
"Central Italy",1597.39350377652
"Central Italy",1551.00778787653
"Central Italy",1546.18913920157
"Central Italy",1510.029548328
"Central Italy",1429.78541452332
"Central Italy",1365.9652081253
"Central Italy",1377.85671758654
"Central Italy",1426.65442964344
"Central Italy",1446.37907269121
"Central Italy",1425.60938126706
"Central Italy",1384.306479966
"Central Italy",1376.77925676962
"Central Italy",1393.93307153693
"Central Italy",1380.0094941056
"Central Italy",1341.92002949005
"Central Italy",1290.49425851342
"Central Italy",1250.30009798377
"Central Italy",1222.1935219647
"Central Italy",1207.97137415662
"Central Italy",1198.42679012451
"Central Italy",1184.01451252597
"Central Italy",1171.91624709853
"Central Italy",1160.95891067951
"Central Italy",1158.51504174309
"Central Italy",1160.95891067951
"Central Italy",1165.83692294487
"Central Italy",1159.73738189353
"Central Italy",1163.39953631202
"Central Italy",1180.39346406804
"Central Italy",1224.55288200571
"Central Italy",1263.03334763221
"Central Italy",1302.93499955518
"Central Italy",1361.61944309683
"Central Italy",1417.22396635618
"Central Italy",1397.12917248502
"Central Italy",1316.40348377925
"Central Italy",1297.29138052998
"Central Italy",1306.3121882394
"Central Italy",1307.43642365894
"Central Italy",1305.18720607965
"Central Italy",1313.0464169905
"Central Italy",1284.8092675886
"Central Italy",1266.48994129344
"Central Italy",1290.49425851342
"Central Italy",1337.5103155806
"Central Italy",1397.12917248502
"Central Italy",1379.73370664525
"Central Italy",1379.73370664525
"Central Italy",1379.73370664525
"Central Italy",1362.01619504903
"Central Italy",1326.70227071423
"Central Italy",1335.51409676124
"Central Italy",1370.8704133217
"Central Italy",1379.73370664525
"Central Italy",1370.8704133217
"Central Italy",1356.1709802041
"Central Italy",1369.21696560499
"Central Italy",1341.92002949005
"Central Italy",1243.31538927297
"Central Italy",1223.37359363896
"Central Italy",1318.6378160278
"Central Italy",1379.73370664525
"Central Italy",1370.8704133217
"Central Italy",1309.11553429171
"Central Italy",1282.83661733413
"Central Italy",1379.73370664525
"Central Italy",1424.16471083559
"Central Italy",1454.61002628969
"Central Italy",1450.89255567915
"Central Italy",1423.51720162557
"Central Italy",1377.85671758654
"Central Italy",1363.79376840484
"Central Italy",1351.79916712978
"Central Italy",1327.54553210915
"Central Italy",1280.24766587784
"Central Italy",1182.8082977433
"Central Italy",1081.12267459672
"Central Italy",1244.48144068259
"Central Italy",1237.47350420211
"Central Italy",1219.83102661216
"Central Italy",1204.39809532981
"Central Italy",1196.03271158549
"Central Italy",1196.03271158549
"Central Italy",1204.39809532981
"Central Italy",1221.01266646264
"Central Italy",1250.30009798377
"Central Italy",1281.38920239563
"Central Italy",1298.42160377766
"Central Italy",1265.33850838103
"Central Italy",1186.42454064048
"Central Italy",1136.37355960054
"Central Italy",1151.16393198197
"Central Italy",1206.78107201248
"Central Italy",1268.79051473253
"Central Italy",1337.5103155806
"Central Italy",1420.373718021
"Central Italy",1473.98419695845
"Central Italy",1485.08961004398
"Central Italy",1502.09376651277
"Central Italy",1529.68555119293
"Central Italy",1537.47515404301
"Central Italy",1537.47515404301
"Central Italy",1510.029548328
"Central Italy",1416.17265407279
"Central Italy",1313.0464169905
"Central Italy",1340.8186987883
"Central Italy",1428.74244581127
"Central Italy",1456.66094206528
"Central Italy",1432.91016868917
"Central Italy",1370.29944611653
"Central Italy",1254.94113489822
"Central Italy",1151.16393198197
"Central Italy",1122.71180007011
"Central Italy",1152.39115164911
"Central Italy",1193.63545159816
"Central Italy",1211.5375420968
"Central Italy",1209.16088620248
"Central Italy",1232.78601159468
"Central Italy",1264.18631066329
"Central Italy",1291.62899355204
"Central Italy",1320.86918305248
"Central Italy",1346.31804673939
"Central Italy",1387.52173799771
"Central Italy",1415.26530518008
"Central Italy",1433.06947215837
"Central Italy",1450.89255567915
"Central Italy",1406.37187987873
"Central Italy",1406.37187987873
"Central Italy",1477.65165382763
"Central Italy",1383.23330321344
"Central Italy",1246.81122201216
"Central Italy",1290.49425851342
"Central Italy",1440.17710079206
"Central Italy",1490.11077279636
"Central Italy",1402.44187965856
"Central Italy",1246.81122201216
"Central Italy",1163.39953631202
"Central Italy",1221.01266646264
"Central Italy",1297.29138052998
"Central Italy",1341.92002949005
"Central Italy",1390.73059761036
"Central Italy",1438.10427993349
"Central Italy",1486.09517665785
"Central Italy",1516.93886130501
"Central Italy",1507.05856907536
"Central Italy",1430.82769093401
"Central Italy",1313.0464169905
"Central Italy",1310.80465443139
"Central Italy",1388.59206817474
"Central Italy",1467.89242324341
"Central Italy",1519.89017860534
"Central Italy",1565.3681171557
"Central Italy",1575.80849375789
"Central Italy",1551.00778787653
"Central Italy",1495.11529293043
"Central Italy",1429.78541452332
"Central Italy",1369.21696560499
"Central Italy",1315.28520446483
"Central Italy",1261.87961877944
"Central Italy",1226.90911089614
"Central Italy",1222.1935219647
"Central Italy",1233.9590521904
"Central Italy",1242.14856334811
"Central Italy",1233.9590521904
"Central Italy",1224.55288200571
"Central Italy",1230.43759241288
"Central Italy",1232.78601159468
"Central Italy",1232.78601159468
"Central Italy",1240.98096239356
"Central Italy",1252.62215726502
"Central Italy",1263.03334763221
"Central Italy",1272.23565153172
"Central Italy",1282.52998118476
"Central Italy",1296.16040656485
"Central Italy",1308.55991283395
"Central Italy",1308.55991283395
"Central Italy",1310.80465443139
"Central Italy",1330.8737454082
"Central Italy",1352.89320922063
"Central Italy",1364.87984872405
"Central Italy",1376.77925676962
"Central Italy",1417.22396635618
"Central Italy",1451.52854132199
"Central Italy",1425.60938126706
"Central Italy",1391.79879781184
"Central Italy",1447.41033457011
"Central Italy",1514.96804778228
"Central Italy",1443.28117532262
"Central Italy",1309.68265625976
"Central Italy",1350.70439835374
"Central Italy",1468.90940499907
"Central Italy",1513.34964752667
"Central Italy",1522.27336276486
"Central Italy",1584.6599339411
"Central Italy",1615.89698300807
"Central Italy",1531.63683284316
"Central Italy",1429.78541452332
"Central Italy",1348.51267881509
"Central Italy",1363.79376840484
"Central Italy",1418.27458079992
"Central Italy",1450.50001484042
"Central Italy",1477.0209947833
"Central Italy",1542.32268517728
"Central Italy",1611.319952863
"Central Italy",1602.4402921225
"Central Italy",1538.44594820139
"Central Italy",1477.0209947833
"Central Italy",1420.373718021
"Central Italy",1386.45069688544
"Central Italy",1401.3807488102
"Central Italy",1448.44091191841
"Central Italy",1485.08961004398
"Central Italy",1490.11077279636
"Central Italy",1458.70913603241
"Central Italy",1413.01452554799
"Central Italy",1413.01452554799
"Central Italy",1447.41033457011
"Central Italy",1430.82769093401
"Central Italy",1384.306479966
"Central Italy",1349.60890240984
"Central Italy",1328.65567326818
"Central Italy",1324.21068240155
"Central Italy",1305.18720607965
"Central Italy",1277.96231764276
"Central Italy",1257.25703497307
"Central Italy",1218.64860189226
"Central Italy",1175.55416536476
"Central Italy",1156.06792519277
"Central Italy",1169.48693917124
"Central Italy",1194.83447953697
"Central Italy",1193.63545159816
"Central Italy",1156.06792519277
"Central Italy",1143.78347698266
"Central Italy",1181.60128176805
"Central Italy",1238.64343333586
"Central Italy",1281.38920239563
"Central Italy",1339.71663656013
"Central Italy",1409.85009976119
